clearVal,sn,districtName,dataDate,issueVal,issueTime,clearDate,issueDate,moveName,clearTime,issueGbn,itemCode
93,1690,강원,2021-04-17,222,13:00,2021-04-17,2021-04-17,영서남부,18:00,주의보,PM10
81,1680,강원,2021-04-17,163,8:00,2021-04-17,2021-04-17,영동남부,20:00,주의보,PM10
32,1878,강원,2021-05-07,92,19:00,2021-05-09,2021-05-07,영서남부,4:00,주의보,PM25
29,1849,강원,2021-05-07,95,18:00,2021-05-09,2021-05-07,영서북부,2:00,주의보,PM25
114,1921,강원,2021-05-07,390,20:00,2021-05-09,2021-05-07,영동북부,1:00,경보,PM10
390,1844,강원,2021-05-07,272,18:00,2021-05-07,2021-05-07,영동북부,20:00,주의보,PM10
124,1814,강원,2021-05-07,420,17:00,2021-05-09,2021-05-07,영서북부,2:00,경보,PM10
386,1786,강원,2021-05-07,256,16:00,2021-05-07,2021-05-07,영서남부,18:00,주의보,PM10
128,2461,강원,2021-05-07,395,22:00,2021-05-09,2021-05-07,영동남부,2:00,경보,PM10
135,1843,강원,2021-05-07,386,18:00,2021-05-09,2021-05-07,영서남부,5:00,경보,PM10
395,1845,강원,2021-05-07,191,18:00,2021-05-07,2021-05-07,영동남부,22:00,주의보,PM10
30,2462,강원,2021-05-07,95,23:00,2021-05-09,2021-05-07,영동남부,3:00,주의보,PM25
32,2463,강원,2021-05-07,80,23:00,2021-05-09,2021-05-07,영동북부,0:00,주의보,PM25
420,1787,강원,2021-05-07,322,16:00,2021-05-07,2021-05-07,영서북부,17:00,주의보,PM10
87,3425,강원,2021-05-09,128,2:00,2021-05-09,2021-05-09,영동남부,4:00,주의보,PM10
95,3423,강원,2021-05-09,124,2:00,2021-05-09,2021-05-09,영서북부,3:00,주의보,PM10
99,3427,강원,2021-05-09,135,5:00,2021-05-09,2021-05-09,영서남부,7:00,주의보,PM10
94,3424,강원,2021-05-09,114,1:00,2021-05-09,2021-05-09,영동북부,2:00,주의보,PM10
83,3473,강원,2021-05-24,204,22:00,2021-05-25,2021-05-24,영서남부,14:00,주의보,PM10
98,3455,강원,2021-05-24,213,21:00,2021-05-25,2021-05-24,영서북부,9:00,주의보,PM10
45,3474,강원,2021-05-24,197,23:00,2021-05-25,2021-05-24,영동북부,2:00,주의보,PM10
81,3475,강원,2021-05-25,182,2:00,2021-05-25,2021-05-25,영동남부,13:00,주의보,PM10
24,3508,강원,2021-11-20,79,13:00,2021-11-22,2021-11-20,영서남부,3:00,주의보,PM25
92,11,경기,2021-01-13,170,23:00,2021-01-14,2021-01-13,북부권,3:00,주의보,PM10
33,37,경기,2021-02-01,84,18:00,2021-02-02,2021-02-01,남부권,1:00,주의보,PM25
34,47,경기,2021-02-01,80,20:00,2021-02-01,2021-02-01,동부권,23:00,주의보,PM25
31,44,경기,2021-02-01,85,19:00,2021-02-02,2021-02-01,중부권,1:00,주의보,PM25
28,71,경기,2021-02-06,77,19:00,2021-02-07,2021-02-06,남부권,19:00,주의보,PM25
34,72,경기,2021-02-06,82,20:00,2021-02-07,2021-02-06,동부권,16:00,주의보,PM25
30,70,경기,2021-02-06,79,18:00,2021-02-07,2021-02-06,북부권,15:00,주의보,PM25
31,84,경기,2021-02-07,82,3:00,2021-02-07,2021-02-07,중부권,17:00,주의보,PM25
28,97,경기,2021-02-11,75,23:00,2021-02-15,2021-02-11,남부권,10:00,주의보,PM25
33,96,경기,2021-02-11,81,22:00,2021-02-15,2021-02-11,중부권,8:00,주의보,PM25
33,105,경기,2021-02-12,79,22:00,2021-02-15,2021-02-12,북부권,10:00,주의보,PM25
25,115,경기,2021-03-10,87,20:00,2021-03-12,2021-03-10,중부권,17:00,주의보,PM25
27,113,경기,2021-03-10,86,20:00,2021-03-12,2021-03-10,북부권,16:00,주의보,PM25
26,118,경기,2021-03-10,82,22:00,2021-03-12,2021-03-10,남부권,18:00,주의보,PM25
98,128,경기,2021-03-11,151,11:00,2021-03-11,2021-03-11,남부권,13:00,주의보,PM10
97,126,경기,2021-03-11,166,9:00,2021-03-11,2021-03-11,중부권,14:00,주의보,PM10
24,120,경기,2021-03-10,79,0:00,2021-03-12,2021-03-11,동부권,16:00,주의보,PM25
29,132,경기,2021-03-14,76,13:00,2021-03-16,2021-03-14,중부권,1:00,주의보,PM25
34,136,경기,2021-03-15,75,11:00,2021-03-16,2021-03-15,남부권,0:00,주의보,PM25
25,135,경기,2021-03-15,81,11:00,2021-03-16,2021-03-15,북부권,1:00,주의보,PM25
99,160,경기,2021-03-16,161,16:00,2021-03-16,2021-03-16,남부권,22:00,주의보,PM10
98,143,경기,2021-03-16,171,11:00,2021-03-17,2021-03-16,중부권,21:00,주의보,PM10
98,139,경기,2021-03-16,189,11:00,2021-03-17,2021-03-16,북부권,3:00,주의보,PM10
34,185,경기,2021-03-26,75,11:00,2021-03-26,2021-03-26,남부권,16:00,주의보,PM25
32,184,경기,2021-03-26,80,11:00,2021-03-26,2021-03-26,동부권,16:00,주의보,PM25
32,180,경기,2021-03-26,87,9:00,2021-03-27,2021-03-26,중부권,11:00,주의보,PM25
29,181,경기,2021-03-26,87,10:00,2021-03-27,2021-03-26,북부권,14:00,주의보,PM25
98,189,경기,2021-03-26,150,22:00,2021-03-27,2021-03-26,중부권,5:00,주의보,PM10
559,279,경기,2021-03-29,463,4:00,2021-03-29,2021-03-29,남부권,5:00,주의보,PM10
32,308,경기,2021-03-29,97,4:00,2021-03-29,2021-03-29,중부권,15:00,주의보,PM25
111,307,경기,2021-03-29,440,4:00,2021-03-30,2021-03-29,중부권,12:00,경보,PM10
126,278,경기,2021-03-29,430,5:00,2021-03-30,2021-03-29,동부권,11:00,경보,PM10
24,250,경기,2021-03-29,88,5:00,2021-03-29,2021-03-29,동부권,13:00,주의보,PM25
134,306,경기,2021-03-29,559,5:00,2021-03-30,2021-03-29,남부권,12:00,경보,PM10
32,251,경기,2021-03-29,110,5:00,2021-03-29,2021-03-29,남부권,14:00,주의보,PM25
440,261,경기,2021-03-29,329,3:00,2021-03-29,2021-03-29,중부권,4:00,주의보,PM10
147,310,경기,2021-03-29,360,5:00,2021-03-30,2021-03-29,북부권,10:00,경보,PM10
430,277,경기,2021-03-29,373,4:00,2021-03-29,2021-03-29,동부권,5:00,주의보,PM10
360,309,경기,2021-03-29,302,4:00,2021-03-29,2021-03-29,북부권,5:00,주의보,PM10
30,248,경기,2021-03-29,87,5:00,2021-03-29,2021-03-29,북부권,14:00,주의보,PM25
84,1617,경기,2021-03-30,134,12:00,2021-03-30,2021-03-30,남부권,14:00,주의보,PM10
89,1618,경기,2021-03-30,111,12:00,2021-03-30,2021-03-30,중부권,13:00,주의보,PM10
95,1569,경기,2021-03-30,147,10:00,2021-03-30,2021-03-30,북부권,11:00,주의보,PM10
93,1591,경기,2021-03-30,126,11:00,2021-03-30,2021-03-30,동부권,12:00,주의보,PM10
97,1670,경기,2021-04-16,196,20:00,2021-04-17,2021-04-16,남부권,3:00,주의보,PM10
97,1662,경기,2021-04-16,306,17:00,2021-04-16,2021-04-16,북부권,21:00,주의보,PM10
88,1669,경기,2021-04-16,346,19:00,2021-04-17,2021-04-16,동부권,1:00,주의보,PM10
99,1665,경기,2021-04-16,227,17:00,2021-04-17,2021-04-16,중부권,3:00,주의보,PM10
91,1696,경기,2021-04-17,179,13:00,2021-04-17,2021-04-17,중부권,18:00,주의보,PM10
88,1687,경기,2021-04-17,224,13:00,2021-04-17,2021-04-17,남부권,17:00,주의보,PM10
74,1695,경기,2021-04-17,187,13:00,2021-04-17,2021-04-17,동부권,17:00,주의보,PM10
564,1743,경기,2021-05-07,383,13:00,2021-05-07,2021-05-07,중부권,14:00,주의보,PM10
157,1748,경기,2021-05-07,134,14:00,2021-05-07,2021-05-07,북부권,16:00,주의보,PM25
104,1745,경기,2021-05-07,505,14:00,2021-05-09,2021-05-07,북부권,1:00,경보,PM10
505,1736,경기,2021-05-07,358,13:00,2021-05-07,2021-05-07,북부권,14:00,주의보,PM10
151,1791,경기,2021-05-07,116,16:00,2021-05-08,2021-05-07,동부권,2:00,주의보,PM25
136,1772,경기,2021-05-07,524,15:00,2021-05-09,2021-05-07,남부권,4:00,경보,PM10
147,1771,경기,2021-05-07,533,15:00,2021-05-09,2021-05-07,동부권,2:00,경보,PM10
74,1795,경기,2021-05-07,163,16:00,2021-05-08,2021-05-07,중부권,13:00,경보,PM25
524,1747,경기,2021-05-07,359,14:00,2021-05-07,2021-05-07,남부권,15:00,주의보,PM10
154,1773,경기,2021-05-07,120,15:00,2021-05-07,2021-05-07,남부권,19:00,주의보,PM25
533,1746,경기,2021-05-07,371,14:00,2021-05-07,2021-05-07,동부권,15:00,주의보,PM10
70,1879,경기,2021-05-07,154,19:00,2021-05-08,2021-05-07,남부권,14:00,경보,PM25
64,1789,경기,2021-05-07,157,16:00,2021-05-08,2021-05-07,북부권,13:00,경보,PM25
163,1754,경기,2021-05-07,132,14:00,2021-05-07,2021-05-07,중부권,16:00,주의보,PM25
132,1752,경기,2021-05-07,564,14:00,2021-05-09,2021-05-07,중부권,2:00,경보,PM10
26,2800,경기,2021-05-08,64,13:00,2021-05-09,2021-05-08,북부권,1:00,주의보,PM25
30,2857,경기,2021-05-08,64,14:00,2021-05-09,2021-05-08,동부권,2:00,주의보,PM25
31,2858,경기,2021-05-08,70,14:00,2021-05-09,2021-05-08,남부권,4:00,주의보,PM25
32,2806,경기,2021-05-08,74,13:00,2021-05-09,2021-05-08,중부권,1:00,주의보,PM25
64,2180,경기,2021-05-08,151,2:00,2021-05-08,2021-05-08,동부권,14:00,경보,PM25
88,3302,경기,2021-05-09,147,2:00,2021-05-09,2021-05-09,동부권,4:00,주의보,PM10
97,3358,경기,2021-05-09,136,4:00,2021-05-09,2021-05-09,남부권,8:00,주의보,PM10
74,3269,경기,2021-05-09,104,1:00,2021-05-09,2021-05-09,북부권,2:00,주의보,PM10
94,3304,경기,2021-05-09,132,2:00,2021-05-09,2021-05-09,중부권,4:00,주의보,PM10
306,3443,경기,2021-05-24,174,17:00,2021-05-24,2021-05-24,동부권,21:00,주의보,PM10
90,3449,경기,2021-05-24,226,18:00,2021-05-25,2021-05-24,남부권,12:00,주의보,PM10
109,3456,경기,2021-05-24,306,21:00,2021-05-25,2021-05-24,동부권,8:00,경보,PM10
98,3444,경기,2021-05-24,248,17:00,2021-05-25,2021-05-24,중부권,12:00,주의보,PM10
84,3440,경기,2021-05-24,182,15:00,2021-05-25,2021-05-24,북부권,8:00,주의보,PM10
96,3477,경기,2021-05-25,109,8:00,2021-05-25,2021-05-25,동부권,9:00,주의보,PM10
30,3493,경기,2021-11-19,89,19:00,2021-11-22,2021-11-19,중부권,0:00,주의보,PM25
19,3490,경기,2021-11-19,86,18:00,2021-11-22,2021-11-19,북부권,0:00,주의보,PM25
59,3504,경기,2021-11-19,150,23:00,2021-11-22,2021-11-19,남부권,1:00,주의보,PM10
90,3503,경기,2021-11-19,152,22:00,2021-11-20,2021-11-19,북부권,5:00,주의보,PM10
26,3494,경기,2021-11-19,85,19:00,2021-11-22,2021-11-19,남부권,2:00,주의보,PM25
26,3497,경기,2021-11-19,86,20:00,2021-11-22,2021-11-19,동부권,1:00,주의보,PM25
44,3500,경기,2021-11-19,162,21:00,2021-11-22,2021-11-19,중부권,0:00,주의보,PM10
31,3532,경기,2021-12-15,79,17:00,2021-12-17,2021-12-15,중부권,2:00,주의보,PM25
26,3531,경기,2021-12-15,86,17:00,2021-12-17,2021-12-15,북부권,2:00,주의보,PM25
31,13,경남,2021-01-15,93,23:00,2021-01-16,2021-01-15,함양권역,11:00,주의보,PM25
31,15,경남,2021-01-16,80,1:00,2021-01-16,2021-01-16,거창권역,5:00,주의보,PM25
95,20,경남,2021-01-16,183,5:00,2021-01-16,2021-01-16,밀양권역,8:00,주의보,PM10
92,23,경남,2021-01-16,167,7:00,2021-01-16,2021-01-16,거제권역,10:00,주의보,PM10
98,21,경남,2021-01-16,156,6:00,2021-01-16,2021-01-16,창원권역,8:00,주의보,PM10
30,54,경남,2021-02-01,89,21:00,2021-02-02,2021-02-01,거창권역,3:00,주의보,PM25
21,32,경남,2021-02-01,88,17:00,2021-02-02,2021-02-01,함양권역,5:00,주의보,PM25
33,53,경남,2021-02-01,77,21:00,2021-02-02,2021-02-01,함안권역,6:00,주의보,PM25
31,57,경남,2021-02-01,80,22:00,2021-02-02,2021-02-01,고성권역,6:00,주의보,PM25
31,60,경남,2021-02-02,80,1:00,2021-02-02,2021-02-02,통영권역,4:00,주의보,PM25
21,61,경남,2021-02-02,75,1:00,2021-02-02,2021-02-02,밀양권역,6:00,주의보,PM25
86,154,경남,2021-03-16,270,13:00,2021-03-16,2021-03-16,하동권역,15:00,주의보,PM10
85,159,경남,2021-03-16,187,14:00,2021-03-16,2021-03-16,함안권역,17:00,주의보,PM10
77,155,경남,2021-03-16,218,13:00,2021-03-16,2021-03-16,합천권역,15:00,주의보,PM10
80,145,경남,2021-03-16,231,12:00,2021-03-16,2021-03-16,함양권역,14:00,주의보,PM10
425,158,경남,2021-03-16,196,14:00,2021-03-16,2021-03-16,남해권역,16:00,주의보,PM10
83,161,경남,2021-03-16,425,16:00,2021-03-16,2021-03-16,남해권역,20:00,경보,PM10
70,153,경남,2021-03-16,204,13:00,2021-03-16,2021-03-16,진주권역,16:00,주의보,PM10
70,157,경남,2021-03-16,190,14:00,2021-03-16,2021-03-16,밀양권역,16:00,주의보,PM10
56,146,경남,2021-03-16,197,12:00,2021-03-16,2021-03-16,거창권역,14:00,주의보,PM10
94,166,경남,2021-03-16,172,18:00,2021-03-16,2021-03-16,고성권역,22:00,주의보,PM10
75,156,경남,2021-03-16,153,13:00,2021-03-16,2021-03-16,산청권역,15:00,주의보,PM10
77,165,경남,2021-03-16,191,18:00,2021-03-17,2021-03-16,통영권역,0:00,주의보,PM10
476,255,경남,2021-03-29,272,6:00,2021-03-29,2021-03-29,창녕권역,9:00,주의보,PM10
149,480,경남,2021-03-29,755,10:00,2021-03-30,2021-03-29,창원권역,4:00,경보,PM10
145,417,경남,2021-03-29,1005,9:00,2021-03-30,2021-03-29,하동권역,2:00,경보,PM10
29,800,경남,2021-03-29,71,16:00,2021-03-30,2021-03-29,함안권역,4:00,주의보,PM25
156,469,경남,2021-03-29,117,10:00,2021-03-29,2021-03-29,사천권역,14:00,주의보,PM25
30,610,경남,2021-03-29,65,12:00,2021-03-29,2021-03-29,거창권역,21:00,주의보,PM25
186,366,경남,2021-03-29,81,8:00,2021-03-29,2021-03-29,고성권역,14:00,주의보,PM25
147,580,경남,2021-03-29,681,11:00,2021-03-30,2021-03-29,김해권역,7:00,경보,PM10
71,860,경남,2021-03-29,154,17:00,2021-03-30,2021-03-29,거제권역,0:00,경보,PM25
173,365,경남,2021-03-29,121,8:00,2021-03-29,2021-03-29,남해권역,11:00,주의보,PM25
142,364,경남,2021-03-29,684,8:00,2021-03-30,2021-03-29,합천권역,0:00,경보,PM10
147,362,경남,2021-03-29,742,8:00,2021-03-30,2021-03-29,남해권역,4:00,경보,PM10
156,468,경남,2021-03-29,136,10:00,2021-03-29,2021-03-29,창원권역,12:00,주의보,PM25
32,1045,경남,2021-03-29,61,20:00,2021-03-30,2021-03-29,사천권역,3:00,주의보,PM25
148,483,경남,2021-03-29,635,10:00,2021-03-30,2021-03-29,사천권역,5:00,경보,PM10
49,539,경남,2021-03-29,173,11:00,2021-03-29,2021-03-29,남해권역,20:00,경보,PM25
61,674,경남,2021-03-29,156,14:00,2021-03-29,2021-03-29,사천권역,20:00,경보,PM25
149,521,경남,2021-03-29,304,10:00,2021-03-30,2021-03-29,고성권역,3:00,경보,PM10
896,202,경남,2021-03-29,275,5:00,2021-03-29,2021-03-29,거창권역,7:00,주의보,PM10
72,740,경남,2021-03-29,180,15:00,2021-03-30,2021-03-29,통영권역,2:00,경보,PM25
144,351,경남,2021-03-29,896,7:00,2021-03-30,2021-03-29,거창권역,0:00,경보,PM10
31,676,경남,2021-03-29,70,14:00,2021-03-29,2021-03-29,함양권역,23:00,주의보,PM25
71,540,경남,2021-03-29,212,11:00,2021-03-29,2021-03-29,함안권역,16:00,경보,PM25
147,486,경남,2021-03-29,679,10:00,2021-03-30,2021-03-29,밀양권역,6:00,경보,PM10
30,470,경남,2021-03-29,108,10:00,2021-03-30,2021-03-29,밀양권역,4:00,주의보,PM25
27,609,경남,2021-03-29,111,12:00,2021-03-30,2021-03-29,양산권역,5:00,주의보,PM25
212,471,경남,2021-03-29,186,10:00,2021-03-29,2021-03-29,함안권역,11:00,주의보,PM25
137,647,경남,2021-03-29,614,12:00,2021-03-30,2021-03-29,거제권역,7:00,경보,PM10
148,583,경남,2021-03-29,793,11:00,2021-03-30,2021-03-29,통영권역,7:00,경보,PM10
31,408,경남,2021-03-29,115,9:00,2021-03-29,2021-03-29,의령권역,18:00,주의보,PM25
134,455,경남,2021-03-29,809,9:00,2021-03-30,2021-03-29,의령권역,1:00,경보,PM10
32,985,경남,2021-03-29,55,19:00,2021-03-30,2021-03-29,진주권역,0:00,주의보,PM25
140,487,경남,2021-03-29,985,10:00,2021-03-30,2021-03-29,함안권역,4:00,경보,PM10
55,548,경남,2021-03-29,177,11:00,2021-03-29,2021-03-29,진주권역,19:00,경보,PM25
742,316,경남,2021-03-29,432,7:00,2021-03-29,2021-03-29,남해권역,8:00,주의보,PM10
130,254,경남,2021-03-29,829,6:00,2021-03-30,2021-03-29,함양권역,1:00,경보,PM10
65,611,경남,2021-03-29,156,12:00,2021-03-30,2021-03-29,창원권역,0:00,경보,PM25
177,482,경남,2021-03-29,159,10:00,2021-03-29,2021-03-29,진주권역,11:00,주의보,PM25
304,363,경남,2021-03-29,186,8:00,2021-03-29,2021-03-29,고성권역,10:00,주의보,PM10
154,608,경남,2021-03-29,114,12:00,2021-03-29,2021-03-29,거제권역,17:00,주의보,PM25
180,538,경남,2021-03-29,132,11:00,2021-03-29,2021-03-29,통영권역,15:00,주의보,PM25
167,257,경남,2021-03-29,94,6:00,2021-03-29,2021-03-29,거창권역,8:00,주의보,PM25
793,361,경남,2021-03-29,198,8:00,2021-03-29,2021-03-29,통영권역,11:00,주의보,PM10
70,472,경남,2021-03-29,172,10:00,2021-03-29,2021-03-29,함양권역,14:00,경보,PM25
31,541,경남,2021-03-29,116,11:00,2021-03-30,2021-03-29,김해권역,4:00,주의보,PM25
144,454,경남,2021-03-29,476,9:00,2021-03-30,2021-03-29,창녕권역,3:00,경보,PM10
146,485,경남,2021-03-29,382,10:00,2021-03-30,2021-03-29,양산권역,6:00,경보,PM10
703,204,경남,2021-03-29,250,5:00,2021-03-29,2021-03-29,산청권역,7:00,주의보,PM10
33,678,경남,2021-03-29,70,14:00,2021-03-29,2021-03-29,산청권역,22:00,주의보,PM25
635,414,경남,2021-03-29,411,9:00,2021-03-29,2021-03-29,사천권역,10:00,주의보,PM10
136,484,경남,2021-03-29,900,10:00,2021-03-30,2021-03-29,진주권역,3:00,경보,PM10
29,474,경남,2021-03-29,114,10:00,2021-03-29,2021-03-29,창녕권역,19:00,주의보,PM25
31,407,경남,2021-03-29,95,9:00,2021-03-30,2021-03-29,하동권역,0:00,주의보,PM25
60,473,경남,2021-03-29,168,10:00,2021-03-29,2021-03-29,합천권역,14:00,경보,PM25
148,317,경남,2021-03-29,703,7:00,2021-03-30,2021-03-29,산청권역,0:00,경보,PM10
32,1046,경남,2021-03-29,49,20:00,2021-03-30,2021-03-29,남해권역,2:00,주의보,PM25
46,675,경남,2021-03-29,186,14:00,2021-03-30,2021-03-29,고성권역,2:00,경보,PM25
684,203,경남,2021-03-29,204,5:00,2021-03-29,2021-03-29,합천권역,8:00,주의보,PM10
32,677,경남,2021-03-29,60,14:00,2021-03-29,2021-03-29,합천권역,17:00,주의보,PM25
681,481,경남,2021-03-29,583,10:00,2021-03-29,2021-03-29,김해권역,11:00,주의보,PM10
172,256,경남,2021-03-29,145,6:00,2021-03-29,2021-03-29,함양권역,10:00,주의보,PM25
205,205,경남,2021-03-29,86,5:00,2021-03-29,2021-03-29,산청권역,8:00,주의보,PM25
70,369,경남,2021-03-29,205,8:00,2021-03-29,2021-03-29,산청권역,14:00,경보,PM25
382,253,경남,2021-03-29,237,6:00,2021-03-29,2021-03-29,양산권역,10:00,주의보,PM10
614,415,경남,2021-03-29,194,9:00,2021-03-29,2021-03-29,거제권역,12:00,주의보,PM10
65,367,경남,2021-03-29,167,8:00,2021-03-29,2021-03-29,거창권역,12:00,경보,PM25
168,368,경남,2021-03-29,142,8:00,2021-03-29,2021-03-29,합천권역,10:00,주의보,PM25
99,1429,경남,2021-03-30,148,5:00,2021-03-31,2021-03-30,사천권역,0:00,주의보,PM10
95,1349,경남,2021-03-30,144,3:00,2021-03-30,2021-03-30,창녕권역,6:00,주의보,PM10
97,1347,경남,2021-03-30,149,3:00,2021-03-30,2021-03-30,고성권역,6:00,주의보,PM10
89,1589,경남,2021-03-30,134,1:00,2021-03-30,2021-03-30,의령권역,3:00,주의보,PM10
88,1464,경남,2021-03-30,147,6:00,2021-03-30,2021-03-30,밀양권역,12:00,주의보,PM10
93,1341,경남,2021-03-30,147,7:00,2021-03-30,2021-03-30,김해권역,13:00,주의보,PM10
26,1320,경남,2021-03-30,46,2:00,2021-03-30,2021-03-30,고성권역,4:00,주의보,PM25
96,1592,경남,2021-03-30,152,11:00,2021-03-30,2021-03-30,고성권역,22:00,주의보,PM10
29,1319,경남,2021-03-30,72,2:00,2021-03-30,2021-03-30,통영권역,6:00,주의보,PM25
98,1274,경남,2021-03-30,130,1:00,2021-03-30,2021-03-30,함양권역,11:00,주의보,PM10
96,1615,경남,2021-03-30,161,12:00,2021-03-30,2021-03-30,남해권역,22:00,주의보,PM10
93,1463,경남,2021-03-30,146,6:00,2021-03-30,2021-03-30,양산권역,12:00,주의보,PM10
88,1392,경남,2021-03-30,147,4:00,2021-03-30,2021-03-30,남해권역,7:00,주의보,PM10
77,1393,경남,2021-03-30,140,4:00,2021-03-30,2021-03-30,함안권역,13:00,주의보,PM10
90,1482,경남,2021-03-30,137,7:00,2021-03-30,2021-03-30,거제권역,15:00,주의보,PM10
98,1302,경남,2021-03-30,145,2:00,2021-03-31,2021-03-30,하동권역,1:00,주의보,PM10
96,1358,경남,2021-03-30,136,3:00,2021-03-30,2021-03-30,진주권역,16:00,주의보,PM10
96,1484,경남,2021-03-30,148,7:00,2021-03-31,2021-03-30,통영권역,1:00,주의보,PM10
81,1395,경남,2021-03-30,149,4:00,2021-03-30,2021-03-30,창원권역,12:00,주의보,PM10
22,1272,경남,2021-03-29,71,0:00,2021-03-30,2021-03-30,거제권역,6:00,주의보,PM25
99,1269,경남,2021-03-29,142,0:00,2021-03-30,2021-03-30,합천권역,6:00,주의보,PM10
99,1271,경남,2021-03-29,148,0:00,2021-03-30,2021-03-30,산청권역,3:00,주의보,PM10
34,1273,경남,2021-03-29,65,0:00,2021-03-30,2021-03-30,창원권역,2:00,주의보,PM25
53,1590,경남,2021-03-29,144,0:00,2021-03-30,2021-03-30,거창권역,11:00,주의보,PM10
55,1689,경남,2021-04-17,163,13:00,2021-04-17,2021-04-17,거창권역,17:00,주의보,PM10
48,1711,경남,2021-04-17,228,15:00,2021-04-17,2021-04-17,고성권역,18:00,주의보,PM10
52,1712,경남,2021-04-17,200,15:00,2021-04-17,2021-04-17,함양권역,17:00,주의보,PM10
85,1718,경남,2021-04-17,210,16:00,2021-04-17,2021-04-17,밀양권역,18:00,주의보,PM10
76,1715,경남,2021-04-17,179,15:00,2021-04-17,2021-04-17,하동권역,17:00,주의보,PM10
78,1704,경남,2021-04-17,221,14:00,2021-04-17,2021-04-17,의령권역,18:00,주의보,PM10
56,1717,경남,2021-04-17,155,16:00,2021-04-17,2021-04-17,사천권역,18:00,주의보,PM10
48,1716,경남,2021-04-17,210,15:00,2021-04-17,2021-04-17,통영권역,18:00,주의보,PM10
60,1719,경남,2021-04-17,160,16:00,2021-04-17,2021-04-17,함안권역,18:00,주의보,PM10
65,1688,경남,2021-04-17,202,13:00,2021-04-17,2021-04-17,남해권역,17:00,주의보,PM10
91,1969,경남,2021-05-07,229,21:00,2021-05-09,2021-05-07,밀양권역,7:00,주의보,PM10
145,2065,경남,2021-05-07,310,23:00,2021-05-09,2021-05-07,합천권역,4:00,경보,PM10
34,2066,경남,2021-05-07,79,23:00,2021-05-09,2021-05-07,남해권역,7:00,주의보,PM25
147,1968,경남,2021-05-07,334,21:00,2021-05-09,2021-05-07,하동권역,6:00,경보,PM10
329,1974,경남,2021-05-07,224,21:00,2021-05-08,2021-05-07,진주권역,11:00,주의보,PM10
139,2014,경남,2021-05-07,428,22:00,2021-05-08,2021-05-07,함양권역,12:00,경보,PM10
353,1886,경남,2021-05-07,251,19:00,2021-05-08,2021-05-07,산청권역,4:00,주의보,PM10
98,1971,경남,2021-05-07,171,21:00,2021-05-08,2021-05-07,함안권역,3:00,주의보,PM10
